Species,Species_code,Week,long_mean,lat_mean,long_median,lat_median,dist,cluster2,cluster3,cluster4,hcluster2,hcluster3,hcluster4
Black-throated Blue Warbler,btbwar,4,-76.1398,20.63502,-76.6608,20.3479,0.55392736,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,5,-76.1631,20.60532,-76.6332,20.3213,0.687633965,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,6,-76.4633,20.59371,-76.7988,20.3745,1.699983968,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,7,-76.6398,20.54448,-76.854,20.3745,2.330315102,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,8,-76.9539,20.56236,-77.0472,20.4277,3.399967937,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,9,-77.0504,20.62312,-77.13,20.4942,3.781986806,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,10,-77.1801,20.70697,-77.2128,20.5075,4.29771228,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,11,-77.881,20.67346,-77.5164,20.4809,6.685330212,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,12,-78.3021,20.62275,-77.7096,20.4543,8.117900972,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,13,-77.9276,20.64077,-77.5992,20.5341,9.397664187,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,14,-77.3854,20.91389,-77.4612,20.7469,11.51786891,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,15,-80.0691,28.4523,-81.1872,31.3337,37.17043598,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,16,-80.8045,30.56384,-81.4908,32.8233,44.35239072,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,17,-80.0496,33.85937,-80.4972,35.2705,55.12532284,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,18,-79.1401,39.08302,-79.5312,40.1915,71.93415309,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,19,-78.7782,42.18258,-79.3932,43.0643,81.80934089,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,20,-78.804,43.77626,-78.9516,44.5007,86.89019179,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,21,-77.3491,45.15049,-77.3784,45.8307,93.51821919,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,22,-76.5792,46.05932,-76.2192,46.5755,97.41481171,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,23,-76.3426,46.13119,-75.8328,46.6287,98.25525317,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,24,-75.8793,46.12729,-75.198,46.6021,99.82153057,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,25,-75.693,46.12972,-74.9772,46.6287,100.4709626,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,26,-75.7193,46.07292,-75.06,46.6021,100.681073,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,27,-75.7585,46.03977,-75.1428,46.5755,100.8529815,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,28,-75.5976,46.00794,-74.922,46.5489,101.4069089,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,29,-75.644,46.00023,-74.922,46.5489,101.5788173,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,30,-75.4733,45.89622,-74.8392,46.4957,102.2473504,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,31,-75.536,45.83314,-74.9772,46.4425,102.5529654,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,32,-75.7647,45.74418,-75.3084,46.3893,103.393407,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,33,-75.7789,45.48205,-75.5016,46.1765,104.2338485,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,34,-76.3967,44.66988,-76.4676,45.5647,107.5765136,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,35,-77.2245,44.12299,-77.5164,44.8199,110.8618759,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,36,-78.165,43.54932,-78.4824,44.0751,114.5865598,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,37,-77.9492,43.07521,-78.2892,43.5963,116.3056447,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,38,-77.5246,42.57608,-77.958,43.1441,118.4640514,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,39,-77.3644,40.50527,-77.8752,42.0003,125.0920788,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,40,-77.7784,39.03874,-78.234,40.9363,129.9437184,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,41,-78.0557,36.11272,-78.51,38.0635,139.2458779,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,42,-78.733,33.31912,-79.476,35.4567,148.3952298,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,43,-78.2924,28.95571,-79.3656,29.4983,162.3007166,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,44,-78.1056,25.83704,-79.5312,22.6887,172.1950054,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,45,-76.4994,22.13159,-77.1024,20.8799,185.145445,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,46,-76.2075,21.16581,-76.7988,20.5341,188.3544035,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,47,-76.2066,21.05801,-76.7988,20.5341,188.6982205,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,48,-76.2384,20.83254,-76.8264,20.5075,189.4240563,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,49,-76.1517,20.70577,-76.7436,20.4277,189.9206809,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,50,-76.134,20.73088,-76.716,20.4277,190.0352865,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,51,-76.1174,20.80472,-76.716,20.4277,190.2835988,2,2,2,1,1,1
Black-throated Blue Warbler,btbwar,52,-76.141,20.8328,-76.6884,20.4011,190.3982045,2,2,2,1,1,1
Black-throated Gray Warbler,btywar,1,-104.183697,23.44724008,-103.9020016,23.08769999,150.2601236,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,2,-104.2687381,23.3211296,-103.9848016,22.87489999,0,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,3,-104.3417483,23.26379005,-104.0400016,22.63549999,0.304554845,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,4,-104.6029072,23.24509551,-104.3160016,22.44929999,1.142834518,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,5,-104.6344268,23.2755914,-104.3988016,22.63549999,1.290588848,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,6,-104.5166671,23.23090874,-104.3436016,22.76849999,1.700682501,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,7,-104.5923224,23.46159838,-104.4816016,23.11429999,2.532931385,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,8,-104.7325953,23.67973438,-104.6196016,23.32709999,3.395334213,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,9,-104.7976604,23.82358895,-104.7576016,23.38029999,3.926043646,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,10,-104.9742481,23.93883543,-104.9232016,23.43349999,4.616568988,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,11,-104.9233477,23.97291069,-104.8956016,23.38029999,4.827646603,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,12,-105.6200891,24.66219705,-105.4200016,23.83249999,8.057134119,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,13,-109.9849082,28.56011991,-109.6980016,29.41849999,27.16267371,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,14,-111.4333947,30.29256049,-111.5748016,31.54649999,34.6287905,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,15,-111.9804128,31.97903486,-111.7956016,33.80749999,40.6113332,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,16,-112.5905339,33.90565136,-112.0164016,35.16409999,47.42310939,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,17,-114.5553842,37.50298239,-114.2244016,36.99949999,61.10696965,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,18,-114.9247751,38.20634032,-114.7764016,37.61129999,63.76353221,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,19,-115.0183082,38.9790651,-115.3836016,38.46249999,66.4050178,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,20,-115.0736216,39.63084217,-115.4664016,39.15409999,68.63339434,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,21,-115.6615267,40.24100469,-115.9080016,39.81909999,71.42866505,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,22,-115.9230563,40.58931492,-116.0184016,40.16489999,72.87002362,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,23,-116.0421739,40.74934489,-115.9908016,40.24469999,73.53039502,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,24,-116.2289783,41.00373287,-116.0460016,40.35109999,74.57673691,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,25,-116.3094174,41.12281977,-116.1564016,40.37769999,75.05618463,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,26,-116.3915293,41.126555,-116.6256016,40.51069999,75.32153935,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,27,-116.3998511,41.13180934,-116.8188016,40.61709999,75.35169329,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,28,-116.2707533,40.93694467,-116.5704016,40.40429999,76.12966508,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,29,-116.0267244,40.57715286,-116.0736016,40.00529999,77.57403905,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,30,-115.889025,40.11135428,-115.9080016,39.52649999,79.21441366,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,31,-115.7568719,39.8354479,-115.9356016,39.36689999,80.2366324,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,32,-115.6458619,39.48754203,-115.8252016,39.10089999,81.46992878,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,33,-115.3710047,39.0986252,-115.4388016,38.78169999,83.04999545,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,34,-114.2781176,37.32989367,-114.2520016,37.85069999,89.96731049,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,35,-113.9707936,36.68814362,-114.1416016,37.31869999,92.34947211,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,36,-113.6747585,36.03972899,-113.9484016,36.89309999,94.73766455,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,37,-113.1415566,34.89218918,-113.4516016,35.82909999,98.97429382,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,38,-112.6470928,33.96847509,-112.5960016,34.92469999,102.4721515,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,39,-111.8325744,31.9737976,-111.6300016,32.98289999,109.7060829,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,40,-111.4200641,30.93445767,-111.3264016,31.75929999,113.4632645,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,41,-110.6716844,29.73158188,-110.6916016,30.42929999,118.1763261,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,42,-109.5670551,28.2812352,-109.8360016,29.07269999,124.207115,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,43,-108.6608195,27.33119746,-109.0632016,28.03529999,128.5161138,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,44,-107.4350321,25.98933401,-107.7660016,25.96049999,134.4926258,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,45,-105.8815999,24.55403402,-105.3372016,23.67289999,141.4039099,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,46,-104.7221878,23.58693456,-104.2884016,22.39609999,146.319003,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,47,-104.4384715,23.3326951,-104.1228016,22.15669999,147.5824533,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,48,-104.3315199,23.43193311,-104.0400016,22.66209999,148.0799933,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,49,-104.3453018,23.50183055,-103.9572016,22.92809999,148.3272557,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,50,-104.4281443,23.63942297,-104.1228016,23.16749999,148.8700267,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,51,-104.2735078,23.60898742,-103.9296016,23.19409999,149.3856592,2,3,3,1,1,1
Black-throated Gray Warbler,btywar,52,-104.1389989,23.43989159,-103.7916016,23.03449999,150.1123693,2,3,3,1,1,1
Blue Jay,blujay,1,-89.91565024,43.81490417,-90.65400161,44.23469999,43.66339803,2,2,2,1,2,3
Blue Jay,blujay,2,-89.62986698,43.63578519,-90.40560161,44.04849999,0,2,2,2,1,2,3
Blue Jay,blujay,3,-89.46025728,43.36267773,-90.12960161,43.75589999,1.087869184,2,2,2,1,2,3
Blue Jay,blujay,4,-89.74340103,43.51355366,-90.48840161,43.86229999,2.128283991,2,2,2,1,2,3
Blue Jay,blujay,5,-89.87252812,43.5426991,-90.48840161,43.88889999,2.550001181,2,2,2,1,2,3
Blue Jay,blujay,6,-90.1051161,43.67002915,-90.62640161,44.02189999,3.403284582,2,2,2,1,2,3
Blue Jay,blujay,7,-90.56556862,43.85013395,-90.87480161,44.15489999,4.988081664,2,2,2,1,2,3
Blue Jay,blujay,8,-90.13807078,43.55927005,-90.51600161,43.88889999,6.668682863,2,2,2,1,2,3
Blue Jay,blujay,9,-89.90212928,43.46390795,-90.18480161,43.67609999,7.482570179,2,2,2,1,2,3
Blue Jay,blujay,10,-89.6542854,43.36346019,-90.04680161,43.51649999,8.336748943,2,2,2,1,2,3
Blue Jay,blujay,11,-89.05554888,43.13941448,-89.57760161,43.27709999,10.38892686,2,2,2,1,2,3
Blue Jay,blujay,12,-89.06286111,43.18878825,-89.55000161,43.27709999,10.56710461,2,2,2,1,2,3
Blue Jay,blujay,13,-88.67869607,43.13984805,-89.10840161,43.33029999,11.80449985,2,2,2,1,2,3
Blue Jay,blujay,14,-88.4091485,43.07589153,-88.80480161,43.35689999,12.68464422,2,2,2,1,2,3
Blue Jay,blujay,15,-88.72033803,43.13105002,-89.16360161,43.35689999,13.71073318,2,2,2,1,2,3
Blue Jay,blujay,16,-88.50743104,42.5234587,-89.10840161,42.66529999,15.92228616,2,2,2,1,2,3
Blue Jay,blujay,17,-88.81976976,42.36453369,-89.63280161,42.45249999,17.08447069,2,2,2,1,2,3
Blue Jay,blujay,18,-89.12725999,42.37296213,-90.01920161,42.50569999,18.06579137,2,2,2,1,2,3
Blue Jay,blujay,19,-89.08364574,42.3860857,-90.01920161,42.61209999,18.21442206,2,2,2,1,2,3
Blue Jay,blujay,20,-89.06148757,42.53221242,-89.90880161,42.77169999,18.71940825,2,2,2,1,2,3
Blue Jay,blujay,21,-88.97698244,42.59818434,-89.74320161,42.85149999,19.07665911,2,2,2,1,2,3
Blue Jay,blujay,22,-88.77377686,42.5876456,-89.49480161,42.82489999,19.7249038,2,2,2,1,2,3
Blue Jay,blujay,23,-88.63731887,42.5546334,-89.30160161,42.74509999,20.17258659,2,2,2,1,2,3
Blue Jay,blujay,24,-88.42873369,42.39781182,-89.13600161,42.61209999,21.02139316,2,2,2,1,2,3
Blue Jay,blujay,25,-88.32716108,42.32434472,-89.02560161,42.58549999,21.42788914,2,2,2,1,2,3
Blue Jay,blujay,26,-88.0464121,42.15872767,-88.77720161,42.45249999,22.47904833,2,2,2,1,2,3
Blue Jay,blujay,27,-87.91508276,42.12192421,-88.63920161,42.37269999,22.92135893,2,2,2,1,2,3
Blue Jay,blujay,28,-87.93028186,42.18441112,-88.69440161,42.42589999,23.14520033,2,2,2,1,2,3
Blue Jay,blujay,29,-88.03202282,42.40786891,-88.80480161,42.55889999,23.97251812,2,2,2,1,2,3
Blue Jay,blujay,30,-88.41278306,42.68435921,-89.13600161,42.82489999,25.50269791,2,2,2,1,2,3
Blue Jay,blujay,31,-88.86522844,43.0391898,-89.49480161,43.11749999,27.3784888,2,2,2,1,2,3
Blue Jay,blujay,32,-88.79734187,43.02661668,-89.43960161,43.09089999,27.6023302,2,2,2,1,2,3
Blue Jay,blujay,33,-88.59098854,42.92295032,-89.30160161,43.01109999,28.35712338,2,2,2,1,2,3
Blue Jay,blujay,34,-88.62443345,43.16027532,-89.43960161,43.25049999,29.18891802,2,2,2,1,2,3
Blue Jay,blujay,35,-88.38341075,42.99843605,-89.16360161,43.17069999,30.14874992,2,2,2,1,2,3
Blue Jay,blujay,36,-88.50948319,43.02797051,-89.41200161,43.27709999,30.56599028,2,2,2,1,2,3
Blue Jay,blujay,37,-88.55360122,42.97811368,-89.52240161,43.27709999,30.79072704,2,2,2,1,2,3
Blue Jay,blujay,38,-88.6739849,42.99148245,-89.63280161,43.30369999,31.17752498,2,2,2,1,2,3
Blue Jay,blujay,39,-88.86022572,43.01327506,-89.77080161,43.33029999,31.77115236,2,2,2,1,2,3
Blue Jay,blujay,40,-89.17029026,43.10492029,-89.96400161,43.41009999,32.79992741,2,2,2,1,2,3
Blue Jay,blujay,41,-89.40017626,43.15809244,-90.07440161,43.41009999,33.55830206,2,2,2,1,2,3
Blue Jay,blujay,42,-89.55405965,43.46662396,-90.18480161,43.75589999,34.72496341,2,2,2,1,2,3
Blue Jay,blujay,43,-90.03921526,43.72877407,-90.65400161,43.99529999,36.50584556,2,2,2,1,2,3
Blue Jay,blujay,44,-90.19633779,43.80722254,-90.76440161,44.15489999,37.07977489,2,2,2,1,2,3
Blue Jay,blujay,45,-90.13291822,43.92672116,-90.76440161,44.31449999,37.54715573,2,2,2,1,2,3
Blue Jay,blujay,46,-90.45366504,43.852004,-90.95760161,44.23469999,38.60458249,2,2,2,1,2,3
Blue Jay,blujay,47,-90.6159298,43.83338766,-90.95760161,44.26129999,39.12299916,2,2,2,1,2,3
Blue Jay,blujay,48,-90.84382375,43.86150097,-91.28880161,44.26129999,39.85451284,2,2,2,1,2,3
Blue Jay,blujay,49,-90.90354528,43.92416444,-91.39920161,44.28789999,40.14819275,2,2,2,1,2,3
Blue Jay,blujay,50,-90.8608867,44.00183594,-91.42680161,44.39429999,40.45709388,2,2,2,1,2,3
Blue Jay,blujay,51,-90.63544965,43.99435632,-91.26120161,44.36769999,41.18234,2,2,2,1,2,3
Blue Jay,blujay,52,-89.99988749,43.76753136,-90.65400161,44.20809999,43.34285715,2,2,2,1,2,3
Blue-gray Gnatcatcher,buggna,1,-98.95491972,25.77994234,-99.98280161,26.51909999,83.86695919,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,2,-99.17251826,25.6654185,-100.0380016,26.35949999,0,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,3,-99.21123893,25.43465091,-99.90000161,26.01369999,0.8043777,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,4,-99.26527915,25.44990443,-99.98280161,25.98709999,0.988961215,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,5,-99.13290005,25.42260504,-99.98280161,25.93389999,1.417398179,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,6,-98.94396852,25.39016755,-99.81720161,25.90729999,2.040579218,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,7,-99.00051476,25.63855637,-99.87240161,26.19989999,2.917774267,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,8,-99.0853083,25.96972097,-100.0104016,26.62549999,4.076078156,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,9,-99.37835282,26.26815496,-100.0932016,26.97129999,5.452834093,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,10,-99.67786767,26.66343617,-100.2312016,27.47669999,7.102231735,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,11,-99.77966706,27.63626981,-100.0380016,28.85989999,10.43658898,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,12,-99.41791795,28.759882,-99.45840161,30.18989999,14.44154321,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,13,-98.24103796,29.95880274,-98.60280161,31.36029999,19.9638078,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,14,-97.36868777,31.02009147,-97.99560161,32.45089999,24.50049803,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,15,-96.70682039,32.3822212,-97.38840161,33.80749999,29.59432566,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,16,-96.8187124,33.39518204,-97.80240161,34.81829999,33.06077019,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,17,-96.68211268,34.28568814,-97.60920161,35.61629999,36.11232516,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,18,-96.77265279,34.80300294,-97.30560161,36.14829999,37.89381009,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,19,-96.85430289,35.00100734,-97.30560161,36.38769999,38.61690331,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,20,-96.87827068,35.00937324,-97.36080161,36.44089999,38.69988122,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,21,-96.82829495,35.16600779,-97.27800161,36.57389999,39.2688726,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,22,-96.54660708,35.26355425,-96.69840161,36.57389999,40.22735214,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,23,-96.34247134,35.41115538,-96.22920161,36.62709999,41.04527725,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,24,-96.14377402,35.57670334,-95.76000161,36.73349999,41.8970709,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,25,-96.21253543,35.58523811,-95.78760161,36.65369999,42.13076379,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,26,-96.33414912,35.30661256,-95.92560161,36.38769999,43.16206067,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,27,-96.34902564,35.13754246,-95.98080161,36.22809999,43.73951919,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,28,-96.3630325,35.11851685,-95.92560161,36.14829999,43.81741682,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,29,-96.49670526,34.86588167,-96.25680161,35.93549999,44.7725095,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,30,-96.52424864,34.80660713,-96.47760161,35.85569999,44.99265498,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,31,-96.77756018,34.6816022,-97.14000161,35.80249999,45.90879884,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,32,-97.05059819,34.69845753,-97.60920161,35.85569999,46.7995413,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,33,-97.30338638,35.25447598,-97.66440161,36.22809999,48.88584304,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,34,-97.54566551,34.98326522,-98.16120161,36.12169999,50.12712484,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,35,-97.60910023,34.46454696,-98.24400161,35.77589999,51.90352949,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,36,-97.63090271,34.07387273,-98.29920161,35.45669999,53.22948263,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,37,-97.71767886,33.57783324,-98.49240161,35.00449999,54.93476335,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,38,-98.20555519,32.52588428,-99.15480161,33.99369999,58.82287114,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,39,-98.43412406,31.20122197,-99.70680161,32.66369999,63.37988249,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,40,-99.15009456,30.04969176,-100.6176016,31.44009999,67.90810558,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,41,-99.20896749,29.0068658,-100.5348016,30.42929999,71.46091487,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,42,-99.1270104,28.01674793,-100.3968016,29.33869999,74.82744723,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,43,-99.22258214,27.27676237,-100.3140016,28.38109999,77.35573334,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,44,-99.17506467,26.86320832,-100.3140016,27.84909999,78.76805124,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,45,-99.05823464,26.59373326,-100.1760016,27.55649999,79.75701246,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,46,-99.10199029,26.3174245,-100.1760016,27.26389999,80.71041171,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,47,-99.1961138,26.15806246,-100.2864016,27.07769999,81.32851244,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,48,-99.21657399,26.13680058,-100.2864016,27.07769999,81.42842463,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,49,-99.15292211,25.96129624,-100.2036016,26.83829999,82.06853992,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,50,-99.05218924,25.95371216,-100.1484016,26.81169999,82.3953713,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,51,-98.86094779,25.86798651,-100.0380016,26.65209999,83.07274203,2,2,2,1,1,1
Blue-gray Gnatcatcher,buggna,52,-98.82543258,25.76738126,-99.92760161,26.49249999,83.44698935,2,2,2,1,1,1
Blue-winged Teal,buwtea,1,-87.3208,20.93116,-87.7836,23.0079,263.897548,1,3,3,1,1,1
Blue-winged Teal,buwtea,2,-86.6747,20.38537,-86.5968,22.1567,0,1,3,3,1,1,1
Blue-winged Teal,buwtea,3,-87.0434,20.5915,-87.7284,22.6089,1.332815899,1,3,3,1,1,1
Blue-winged Teal,buwtea,4,-87.0695,20.57145,-87.7008,22.8483,1.599379079,1,3,3,1,1,1
Blue-winged Teal,buwtea,5,-86.8997,20.43457,-87.9216,22.6355,2.132505438,1,3,3,1,1,1
Blue-winged Teal,buwtea,6,-86.7011,20.02861,-88.0044,22.1035,3.731884518,1,3,3,1,1,1
Blue-winged Teal,buwtea,7,-87.2405,20.23411,-90.3504,22.3163,5.864389956,1,3,3,1,1,1
Blue-winged Teal,buwtea,8,-88.7182,22.27941,-91.5924,25.8009,13.86128535,1,3,3,1,1,1
Blue-winged Teal,buwtea,9,-89.2946,24.3865,-91.2612,27.5831,20.79192802,1,3,3,1,1,1
Blue-winged Teal,buwtea,10,-90.2266,27.18843,-92.0892,29.9771,30.3882025,1,3,3,1,1,1
Blue-winged Teal,buwtea,11,-91.45,29.39703,-93.7176,32.3445,38.38509789,1,3,3,1,1,1
Blue-winged Teal,buwtea,12,-91.3122,31.64308,-93.3312,34.6321,45.58230375,1,3,3,1,1,1
Blue-winged Teal,buwtea,13,-91.1208,33.55605,-92.862,36.6803,51.71325689,1,3,3,1,1,1
Blue-winged Teal,buwtea,14,-91.2637,34.48307,-93.1656,37.6645,54.64545186,1,3,3,1,1,1
Blue-winged Teal,buwtea,15,-93.0647,37.00288,-95.5116,39.3935,64.7748527,1,3,3,1,1,1
Blue-winged Teal,buwtea,16,-94.8945,38.90799,-96.9744,40.4575,73.57143763,1,3,3,1,1,1
Blue-winged Teal,buwtea,17,-96.8245,40.54901,-98.4648,41.4683,81.83489618,1,3,3,1,1,1
Blue-winged Teal,buwtea,18,-100.031,43.24074,-100.535,43.4367,95.69618154,1,3,3,1,1,1
Blue-winged Teal,buwtea,19,-104.678,46.91659,-103.184,47.6395,115.1552937,1,3,3,1,1,1
Blue-winged Teal,buwtea,20,-106.376,48.73407,-104.84,49.2089,123.4187523,1,3,3,1,1,1
Blue-winged Teal,buwtea,21,-107.155,49.44126,-105.475,49.6877,126.8840736,1,3,3,1,1,1
Blue-winged Teal,buwtea,22,-109.079,50.39578,-106.91,50.1931,134.0812794,1,3,3,1,1,1
Blue-winged Teal,buwtea,23,-109.164,50.4664,-107.021,50.1399,134.3478426,1,3,3,1,1,1
Blue-winged Teal,buwtea,24,-109.201,50.54998,-107.104,50.2729,134.6144058,1,3,3,1,1,1
Blue-winged Teal,buwtea,25,-109.214,50.43584,-106.938,50.0867,134.880969,1,3,3,1,1,1
